,start_date,country,region,subregion,oxford_government_response_category,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gathering,C4_Flag,C5_Closed public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income Support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
1429,2020-03-19,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,2020-03-19,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,2020-03-19,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,2020-03-19,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,2020-03-19,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,2020-03-19,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,2020-03-19,Canada,Ontario,Kitchener-Waterloo,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,2020-03-19,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,2020-03-19,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,2020-03-19,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,2020-03-19,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,2020-03-19,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,2020-03-19,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,2020-03-19,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,2020-03-19,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,2020-03-19,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,2020-03-19,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,2020-03-19,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2020-03-20,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2020-03-20,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2020-03-20,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2020-03-20,Canada,Ontario,Ottawa,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2020-03-20,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,2020-03-20,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,2020-03-20,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,2020-03-20,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,2020-03-20,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,2020-03-20,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,2020-03-20,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,2020-03-20,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,2020-03-20,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,2020-03-20,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,2020-03-20,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,2020-03-20,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,2020-03-20,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,2020-03-20,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,2020-03-20,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,2020-03-20,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,2020-03-20,Canada,Ontario,Kitchener-Waterloo,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,2020-03-20,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,2020-03-20,Canada,Ontario,Hamilton,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2020-03-20,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2020-03-20,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,2020-03-20,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,2020-03-20,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,2020-03-20,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2020-03-21,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,2020-03-21,Canada,Ontario,London,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,2020-03-21,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,2020-03-21,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,2020-03-21,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,2020-03-21,Canada,Ontario,Kitchener-Waterloo,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2020-03-21,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2020-03-21,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,2020-03-21,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2020-03-22,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2020-03-22,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2020-03-22,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,2020-03-22,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,2020-03-22,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,2020-03-22,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,2020-03-22,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,2020-03-22,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,2020-03-22,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2020-03-23,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,2020-03-23,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,2020-03-23,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,2020-03-23,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,2020-03-23,Canada,Ontario,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2020-03-23,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,2020-03-23,Canada,Ontario,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,2020-03-23,Canada,Ontario,Kitchener-Waterloo,H3_Contact tracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,2020-03-23,Canada,Ontario,Kitchener-Waterloo,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,2020-03-23,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,2020-03-23,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,2020-03-23,Canada,Ontario,Hamilton,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,2020-03-23,Canada,Ontario,Hamilton,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,2020-03-23,Canada,Ontario,Windsor,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,2020-03-23,Canada,Ontario,Windsor,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,2020-03-23,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,2020-03-23,Canada,Ontario,Niagara,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,2020-03-24,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,2020-03-24,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,2020-03-24,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,2020-03-24,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,2020-03-24,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,2020-03-24,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,2020-03-24,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,2020-03-24,Canada,Ontario,Kitchener-Waterloo,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,2020-03-24,Canada,Ontario,Kitchener-Waterloo,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,2020-03-24,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,2020-03-24,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,2020-03-24,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,2020-03-24,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,2020-03-24,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,2020-03-24,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,2020-03-24,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2020-03-24,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,2020-03-24,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,2020-03-25,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2020-03-25,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2020-03-25,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2020-03-25,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,2020-03-25,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,2020-03-25,Canada,Ontario,London,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,2020-03-25,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,2020-03-25,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,2020-03-25,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,2020-03-25,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,2020-03-25,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,2020-03-25,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,2020-03-25,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,2020-03-25,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,2020-03-25,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,2020-03-25,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,2020-03-25,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,2020-03-25,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,2020-03-25,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,2020-03-25,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,2020-03-25,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,2020-03-25,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,2020-03-25,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2020-03-26,Canada,Ontario,Ottawa,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,2020-03-26,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,2020-03-26,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,2020-03-26,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,2020-03-26,Canada,Ontario,Oshawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,2020-03-27,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,2020-03-27,Canada,Ontario,London,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,2020-03-27,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,2020-03-27,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,2020-03-27,Canada,Ontario,Oshawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,2020-03-27,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,2020-03-27,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2020-03-28,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,2020-03-28,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,2020-03-28,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,2020-03-28,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,2020-03-28,Canada,Ontario,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,2020-03-28,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,2020-03-28,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,2020-03-28,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,2020-03-28,Canada,Ontario,Windsor,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2020-03-29,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2020-03-29,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,2020-03-29,Canada,Ontario,Toronto,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,2020-03-29,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2020-03-29,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,2020-03-29,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,2020-03-29,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,2020-03-29,Canada,Ontario,Windsor,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2020-03-30,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2020-03-30,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2020-03-30,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2020-03-30,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2020-03-30,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2020-03-30,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,2020-03-30,Canada,Ontario,Ottawa,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,2020-03-30,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,2020-03-30,Canada,Ontario,London,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,2020-03-30,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,2020-03-30,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,2020-03-30,Canada,Ontario,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,2020-03-30,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2020-03-30,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2020-03-30,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,2020-03-30,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,2020-03-30,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2020-03-30,Canada,Ontario,Hamilton,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2020-03-31,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2020-03-31,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,2020-03-31,Canada,Ontario,Toronto,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,2020-03-31,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,2020-03-31,Canada,Ontario,London,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,2020-03-31,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,2020-03-31,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2020-03-31,Canada,Ontario,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,2020-03-31,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,2020-03-31,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,2020-03-31,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,2020-03-31,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,2020-03-31,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,2020-03-31,Canada,Ontario,Kitchener-Waterloo,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2020-03-31,Canada,Ontario,Kitchener-Waterloo,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,2020-03-31,Canada,Ontario,Kitchener-Waterloo,H3_Contact tracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,2020-03-31,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,2020-03-31,Canada,Ontario,Hamilton,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,2020-03-31,Canada,Ontario,Windsor,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,2020-03-31,Canada,Ontario,Oshawa,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2020-04-01,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,2020-04-01,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2020-04-01,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2020-04-01,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,2020-04-01,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,2020-04-01,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,2020-04-01,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,2020-04-01,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,2020-04-01,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,2020-04-01,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,2020-04-01,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,2020-04-01,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,2020-04-01,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,2020-04-01,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,2020-04-01,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,2020-04-01,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,2020-04-01,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2020-04-02,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2020-04-02,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2020-04-02,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2020-04-02,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,2020-04-02,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2020-04-02,Canada,Ontario,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,2020-04-02,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2020-04-02,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,2020-04-02,Canada,Ontario,Oshawa,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,2020-04-03,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2020-04-03,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2020-04-03,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,2020-04-03,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,2020-04-03,Canada,Ontario,London,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
